title,price,rating,votes,sales_last_month,image_url,url,prime,scraped_at,categorie,classement,published_date,full_title
"Garmin Forerunner 255, Music - Montre GPS Multisports connectée de Running – Noire – Boitier 46 mm",0.0,4.5,630,500,https://m.media-amazon.com/images/I/51BxNNStkyL._AC_UL320_.jpg,https://www.amazon.fr/Garmin-Forerunner-255-Music-BK/dp/B0B2WY7TTH/ref=sr_1_11?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-11&srs=4551203031,False,2025-07-10 19:25:50.417634,"['Sports et Loisirs', 'Électronique', 'GPS', 'GPS de running']",40,15 juin 2022,"Garmin Forerunner 255, Music - Montre GPS Multisports connectée de Running – Noire – Boitier 46 mm"
"Garmin – Forerunner 55 - Montre GPS multi-activités running avec fonctions d’entrainement Garmin Coach et cardio au poignet – Blanche, Whitestone",139.99,4.6,1420,500,https://m.media-amazon.com/images/I/51O-7CDSSML._AC_UL320_.jpg,https://www.amazon.fr/Garmin-Forerunner-multi-activit%C3%A9s-fonctions-dentrainement/dp/B0953XKD13/ref=sr_1_12?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-12&srs=4551203031,False,2025-07-10 19:25:50.418031,"['Sports et Loisirs', 'Électronique', 'GPS', 'GPS de running']",63,16 juin 2021,"Garmin – Forerunner 55 - Montre GPS multi-activités running avec fonctions d’entrainement Garmin Coach et cardio au poignet – Blanche, Whitestone"
"OMRON RS1 Tensiomètre automatique au poignet pour un usage domestique ou en déplacement – Validé cliniquement, tensiomètre avec brassard préformé 13,5 – 21,5 cm, guide d'enveloppement du brassard",32.5,4.4,2972,900,https://m.media-amazon.com/images/I/7171ItqeJfL._AC_UL320_.jpg,https://www.amazon.fr/OMRON-Tensiom%C3%A8tre-Poignet-pr%C3%A9cision-cliniquement/dp/B07LGVPVPJ/ref=sr_1_13?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-13&srs=4551203031,False,2025-07-10 19:25:50.418353,"['Hygiène et Santé', 'Matériel et fournitures médicales', ""Diagnostic et suivi de l'état de santé"", 'Tensiomètres']",813,20 décembre 2018,"OMRON RS1 Tensiomètre automatique au poignet pour un usage domestique ou en déplacement – Validé cliniquement, tensiomètre avec brassard préformé 13,5 – 21,5 cm, guide d'enveloppement du brassard"
"Garmin Forerunner 255, Music - Montre GPS Multisports connectée de Running – Blanche – Boîtier 46 mm",0.0,4.5,175,300,https://m.media-amazon.com/images/I/51LVczCIWJL._AC_UL320_.jpg,https://www.amazon.fr/Garmin-Forerunner-255-Music-wh/dp/B0B3S49R32/ref=sr_1_14?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-14&srs=4551203031,False,2025-07-10 19:25:50.418702,"['Mode', 'Homme', 'Montres', 'Montres bracelet']",40,14 juin 2022,"Garmin Forerunner 255, Music - Montre GPS Multisports connectée de Running – Blanche – Boîtier 46 mm"
"DJI Bundle Osmo Action 4 Standard - Caméra d’Action étanche 4K/120 IPS avec capteur 1/1,3 Pouce, des Images saisissantes en Basse lumière, des Couleurs D-Log M 10 Bits, Batterie 1 770 mAh prolongée",0.0,4.4,4254,200,https://m.media-amazon.com/images/I/61EtBLmDDaL._AC_UL320_.jpg,https://www.amazon.fr/DJI-Standard-saisissantes-Couleurs-prolong%C3%A9e/dp/B0C783YNW7/ref=sr_1_15?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-15&srs=4551203031,False,2025-07-10 19:25:50.418995,"['High-Tech', 'Photo et caméscopes', 'Caméras embarquées']",855,2 août 2023,"DJI Bundle Osmo Action 4 Standard - Caméra d’Action étanche 4K/120 IPS avec capteur 1/1,3 Pouce, des Images saisissantes en Basse lumière, des Couleurs D-Log M 10 Bits, Batterie 1 770 mAh prolongée"
"Ecouteurs Bluetooth sans Fil, kauguo Oreillette Bluetooth 5.4 avec 4 ENC Réduction Antibruit Casque HiFi Stéréo Basses 42H Durée Écran LED Écouteurs sans Fil IPX6 Étanche Sport pour iOS Android, Blanc",23.99,4.7,173,500,https://m.media-amazon.com/images/I/61AYm-VTJpL._AC_UL320_.jpg,https://www.amazon.fr/Ecouteurs-Bluetooth-kauguo-Oreillette-R%C3%A9duction/dp/B0F18447DY/ref=sr_1_16?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-16&srs=4551203031,False,2025-07-10 19:25:50.419480,"['High-Tech', 'Casques, écouteurs et accessoires', 'Casques et écouteurs']",470,12 mars 2025,"Ecouteurs Bluetooth sans Fil, kauguo Oreillette Bluetooth 5.4 avec 4 ENC Réduction Antibruit Casque HiFi Stéréo Basses 42H Durée Écran LED Écouteurs sans Fil IPX6 Étanche Sport pour iOS Android, Blanc"
"Ecouteurs Bluetooth sans Fil, Écouteurs Bluetooth 5.3, 50 Heures Contrôle Tactile, 4 ENC Appel Réduction Antibruit Mic, Basses Profondes, Ajustement Confortable, IPX7 Étanche Casque（Noir）",19.99,4.5,16498,500,https://m.media-amazon.com/images/I/71v9KFy+Q5L._AC_UL320_.jpg,https://www.amazon.fr/Ecouteurs-Bluetooth-R%C3%A9duction-Ajustement-Confortable/dp/B0CCDNJS75/ref=sr_1_17?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-17&srs=4551203031,False,2025-07-10 19:25:50.420183,"['High-Tech', 'Casques, écouteurs et accessoires', 'Casques et écouteurs', 'Écouteurs intra-auriculaires']",330,20 juillet 2023,"Ecouteurs Bluetooth sans Fil, Écouteurs Bluetooth 5.3, 50 Heures Contrôle Tactile, 4 ENC Appel Réduction Antibruit Mic, Basses Profondes, Ajustement Confortable, IPX7 Étanche Casque（Noir）"
"AKASO EK7000 Caméra Sport 4K 30fps 20MP WiFi avec Carte Mémoire microSDXC 64 Go, Action Camera 4k Étanche jusqu'à 30M avec Stabilisation Grand Angle de 170° Télécommande 2.4G",63.99,4.2,13464,300,https://m.media-amazon.com/images/I/71ka3ZwL5LL._AC_UL320_.jpg,https://www.amazon.fr/AKASO-M%C3%A9moire-microSDXC-Stabilisation-T%C3%A9l%C3%A9commande/dp/B0C5DH85FH/ref=sr_1_18?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-18&srs=4551203031,False,2025-07-10 19:25:50.420698,"['High-Tech', 'Photo et caméscopes', 'Caméras embarquées']",137,3 août 2023,"AKASO EK7000 Caméra Sport 4K 30fps 20MP WiFi avec Carte Mémoire microSDXC 64 Go, Action Camera 4k Étanche jusqu'à 30M avec Stabilisation Grand Angle de 170° Télécommande 2.4G"
"SHOKZ OpenSwim Casque à Conduction osseuse, Lecteur MP3 de Natation étanche IP68, écouteurs de Sport Oreilles Libres avec 4 GB de mémoire, 8H d'autonomie, Bouchons d'oreilles (sans Bluetooth), Noir",135.0,4.5,3532,100,https://m.media-amazon.com/images/I/51OXIZOHm6L._AC_UL320_.jpg,https://www.amazon.fr/SHOKZ-OpenSwimm%EF%BC%8C%C3%89couteur-Conduction-M%C3%A9moire%E3%80%90Non-Bluetooth%E3%80%91/dp/B09CGP8MVH/ref=sr_1_19?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-19&srs=4551203031,False,2025-07-10 19:25:50.421112,"['Sports et Loisirs', 'Électronique', 'Lecteurs MP3 étanches']",206,9 juin 2023,"SHOKZ OpenSwim Casque à Conduction osseuse, Lecteur MP3 de Natation étanche IP68, écouteurs de Sport Oreilles Libres avec 4 GB de mémoire, 8H d'autonomie, Bouchons d'oreilles (sans Bluetooth), Noir"
"Insta360 X4 - Caméra d'action 360° 8K étanche, vidéo grand angle 4K, effet de perche à selfie invisible, protège-objectifs amovibles, 135 min d'autonomie, édition IA, stabilisation, pour sport, voyage",389.99,4.4,1414,100,https://m.media-amazon.com/images/I/61rir1x7EyL._AC_UL320_.jpg,https://www.amazon.fr/Insta360-X4-prot%C3%A8ge-objectifs-dautonomie-stabilisation/dp/B0CXPWMZQS/ref=sr_1_20?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-20&srs=4551203031,False,2025-07-10 19:25:50.421424,"['High-Tech', 'Photo et caméscopes', 'Caméras embarquées']",323,18 mars 2024,"Insta360 X4 - Caméra d'action 360° 8K étanche, vidéo grand angle 4K, effet de perche à selfie invisible, protège-objectifs amovibles, 135 min d'autonomie, édition IA, stabilisation, pour sport, voyage"
"Écouteurs Bluetooth 5.3, Écouteur sans Fil avec 4 ENC Réduction Antibruit Mic Casque Bluetooth Hi-FI Son Stéréo, 36 Heures Durée de Lecture, IP7 Etanche, Écran LED, Contrôle Tactile",23.99,4.4,50496,500,https://m.media-amazon.com/images/I/61PoM+ECNmL._AC_UL320_.jpg,https://www.amazon.fr/Ecouteurs-Bluetooth-%C3%89couteur-Antibruit-Oreillette/dp/B0BYD8F9W7/ref=sr_1_21?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-21&srs=4551203031,False,2025-07-10 19:25:50.422039,"['High-Tech', 'Casques, écouteurs et accessoires', 'Casques et écouteurs']",582,14 mars 2023,"Écouteurs Bluetooth 5.3, Écouteur sans Fil avec 4 ENC Réduction Antibruit Mic Casque Bluetooth Hi-FI Son Stéréo, 36 Heures Durée de Lecture, IP7 Etanche, Écran LED, Contrôle Tactile"
"Anker soundcore 2 Enceinte Bluetooth, Enceinte Bluetooth Puissante sans Fil avec Basses Puissantes, Autonomie de 24 Heures, Porté de 20 m, Etanche Waterproof IPX7 et Microphone Intégré",23.99,4.5,123823,600,https://m.media-amazon.com/images/I/614l20nEhmL._AC_UL320_.jpg,https://www.amazon.fr/Anker-SoundCore-2_Enceinte-Bluetooth-puissantes/dp/B01MTB55WH/ref=sr_1_22?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-22&srs=4551203031,False,2025-07-10 19:25:50.422364,"['High-Tech', 'Audio et vidéo portable', 'Accessoires', ""Enceintes portables et stations d'accueil"", 'Enceintes portables Bluetooth']",602,6 février 2017,"Anker soundcore 2 Enceinte Bluetooth, Enceinte Bluetooth Puissante sans Fil avec Basses Puissantes, Autonomie de 24 Heures, Porté de 20 m, Etanche Waterproof IPX7 et Microphone Intégré"
AKASO Caméra Sport 4K Etanche WiFi Action Caméra Sportive Ultra Full HD Stabilisateur avec Télécommande Écran Tactile 30fps Angle Réglable 131 Pieds sous Marine 2 Batteries Kit d'Accessoires – V50X,89.99,4.5,3611,200,https://m.media-amazon.com/images/I/71OUG6j-XGL._AC_UL320_.jpg,https://www.amazon.fr/Cam%C3%A9ra-Sport-Etanche-WiFi-Stabilisateur/dp/B07RHHWNK9/ref=sr_1_23?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-23&srs=4551203031,False,2025-07-10 19:25:50.422871,"['High-Tech', 'Photo et caméscopes', 'Caméras embarquées']",602,21 juillet 2019,AKASO Caméra Sport 4K Etanche WiFi Action Caméra Sportive Ultra Full HD Stabilisateur avec Télécommande Écran Tactile 30fps Angle Réglable 131 Pieds sous Marine 2 Batteries Kit d'Accessoires – V50X
"Samsung R630 Galaxy Buds3 Pro, Silver",157.24,4.1,607,200,https://m.media-amazon.com/images/I/71hvvK6bATL._AC_UL320_.jpg,https://www.amazon.fr/Samsung-R630-Galaxy-Buds3-Silver/dp/B0D47MDKVP/ref=sr_1_24?dib=eyJ2IjoiMSJ9.I5Fahb2dOlZJBY4cxNl5Z9XILbvdabGUmcL1oH-2rrFSFOZY7PWARzVZyGLaw6Q5_Wdy_V4FlbEJpTbGNhQiyLzcDj36HoY2Zz283aWfo0x3ku83xrl5HKM3l65WOW8gUyKVDbCKPsBVYmpEu3Edo88b0-v7b04BfPxfEpewN_BvXJTvBZoMd6mYJiCNFpPq81CrbGwOBSR24mlXkuBTOsTOTswy9_7YkFuYa115ivEupcOHODd1L10-7qSw3rRYfZ-THIIDUL_z4qQoS6f8L1Uf7uJXqKTjmmYNwABtqwI.s1xHL3cUecYI4hiZLAhtb720BpCF9rcw2RbaLeuMhV8&dib_tag=se&qid=1752168346&s=electronics&sr=1-24&srs=4551203031,False,2025-07-10 19:25:50.423292,"['High-Tech', 'Casques, écouteurs et accessoires', 'Casques et écouteurs', 'Écouteurs à conduction osseuse']",371,10 juillet 2024,"Samsung R630 Galaxy Buds3 Pro, Silver"
